query,hospital_id,hospital_name,label,pred
Pulmonology Transplant Islamabad,27,NIBD & BMT,0,1
Pulmonology Transplant Islamabad,28,Prime Teaching Hospital,0,1
Pulmonology Transplant Islamabad,29,Horizon,0,1
Pulmonology Transplant Islamabad,30,Dr. Zia uddin Hospital,0,1
General Surgery Islamabad,1,Pak Emirates Military Hospital (PEMH),0,1
General Surgery Islamabad,2,MedAsk Tours,0,1
General Surgery Islamabad,3,Agha Khan University Hospital,0,1
General Surgery Islamabad,4,Shoukat Khanum M Hospital,0,1
General Surgery Islamabad,5,Shoukat Khanum M Hospital,0,1
General Surgery Islamabad,6,Shifa International,0,1
General Surgery Islamabad,7,E-Shifa,0,1
General Surgery Islamabad,8,All Medical Centre,1,1
General Surgery Islamabad,9,Quaid-e-Azam International Hospital,0,1
General Surgery Islamabad,10,Rehman Medical Institute,0,1
General Surgery Islamabad,11,Hameed Latif Hospital,0,1
General Surgery Islamabad,12,Hearts International,0,1
General Surgery Islamabad,13,Doctors Hospital,0,1
General Surgery Islamabad,14,Kulsum International Hospital,1,1
General Surgery Islamabad,15,Medikay Cardiac Center,0,1
General Surgery Islamabad,16,Bahria International Hospital,0,1
General Surgery Islamabad,17,MMC General Hospital,0,1
General Surgery Islamabad,18,Northwest General Hospital,0,1
General Surgery Islamabad,19,South City Hospital,0,1
General Surgery Islamabad,20,Tabba Heart Institute,0,1
General Surgery Islamabad,21,Irfan General Hospital,0,1
General Surgery Islamabad,22,Dr. Zia uddin Hospital,0,1
General Surgery Islamabad,23,Peshawar Institute of Medical Sciences,0,1
General Surgery Islamabad,24,Hair Transplant Institute,0,1
General Surgery Islamabad,25,Cosmetic Expert Clinic,0,1
General Surgery Islamabad,26,Concept Fertility Clinic,0,1
General Surgery Islamabad,27,NIBD & BMT,0,1
General Surgery Islamabad,28,Prime Teaching Hospital,0,1
General Surgery Islamabad,29,Horizon,0,1
General Surgery Islamabad,30,Dr. Zia uddin Hospital,0,1
Neurosurgery Islamabad,1,Pak Emirates Military Hospital (PEMH),0,1
Neurosurgery Islamabad,2,MedAsk Tours,0,1
Neurosurgery Islamabad,3,Agha Khan University Hospital,0,1
Neurosurgery Islamabad,4,Shoukat Khanum M Hospital,0,1
Neurosurgery Islamabad,5,Shoukat Khanum M Hospital,0,1
Neurosurgery Islamabad,6,Shifa International,0,1
Neurosurgery Islamabad,7,E-Shifa,0,1
Neurosurgery Islamabad,8,All Medical Centre,1,1
Neurosurgery Islamabad,9,Quaid-e-Azam International Hospital,0,1
Neurosurgery Islamabad,10,Rehman Medical Institute,0,1
Neurosurgery Islamabad,11,Hameed Latif Hospital,0,1
Neurosurgery Islamabad,12,Hearts International,0,1
Neurosurgery Islamabad,13,Doctors Hospital,0,1
Neurosurgery Islamabad,14,Kulsum International Hospital,0,1
Neurosurgery Islamabad,15,Medikay Cardiac Center,0,1
Neurosurgery Islamabad,16,Bahria International Hospital,0,1
Neurosurgery Islamabad,17,MMC General Hospital,0,1
Neurosurgery Islamabad,18,Northwest General Hospital,0,1
Neurosurgery Islamabad,19,South City Hospital,0,1
Neurosurgery Islamabad,20,Tabba Heart Institute,0,1
Neurosurgery Islamabad,21,Irfan General Hospital,0,1
Neurosurgery Islamabad,22,Dr. Zia uddin Hospital,0,1
Neurosurgery Islamabad,23,Peshawar Institute of Medical Sciences,0,1
Neurosurgery Islamabad,24,Hair Transplant Institute,0,1
Neurosurgery Islamabad,25,Cosmetic Expert Clinic,0,1
Neurosurgery Islamabad,26,Concept Fertility Clinic,0,1
Neurosurgery Islamabad,27,NIBD & BMT,0,1
Neurosurgery Islamabad,28,Prime Teaching Hospital,0,1
Neurosurgery Islamabad,29,Horizon,0,1
Neurosurgery Islamabad,30,Dr. Zia uddin Hospital,0,1
Obstetrics And Gynaecology Islamabad,1,Pak Emirates Military Hospital (PEMH),0,1
Obstetrics And Gynaecology Islamabad,2,MedAsk Tours,0,1
Obstetrics And Gynaecology Islamabad,3,Agha Khan University Hospital,0,1
Obstetrics And Gynaecology Islamabad,4,Shoukat Khanum M Hospital,0,1
Obstetrics And Gynaecology Islamabad,5,Shoukat Khanum M Hospital,0,1
Obstetrics And Gynaecology Islamabad,6,Shifa International,0,1
Obstetrics And Gynaecology Islamabad,7,E-Shifa,0,1
Obstetrics And Gynaecology Islamabad,8,All Medical Centre,1,1
Obstetrics And Gynaecology Islamabad,9,Quaid-e-Azam International Hospital,0,1
Obstetrics And Gynaecology Islamabad,10,Rehman Medical Institute,0,1
Obstetrics And Gynaecology Islamabad,11,Hameed Latif Hospital,0,1
Obstetrics And Gynaecology Islamabad,12,Hearts International,0,1
Obstetrics And Gynaecology Islamabad,13,Doctors Hospital,0,1
Obstetrics And Gynaecology Islamabad,14,Kulsum International Hospital,0,1
Obstetrics And Gynaecology Islamabad,15,Medikay Cardiac Center,0,1
Obstetrics And Gynaecology Islamabad,16,Bahria International Hospital,0,1
Obstetrics And Gynaecology Islamabad,17,MMC General Hospital,0,1
Obstetrics And Gynaecology Islamabad,18,Northwest General Hospital,0,1
Obstetrics And Gynaecology Islamabad,19,South City Hospital,0,1
Obstetrics And Gynaecology Islamabad,20,Tabba Heart Institute,0,1
Obstetrics And Gynaecology Islamabad,21,Irfan General Hospital,0,1
Obstetrics And Gynaecology Islamabad,22,Dr. Zia uddin Hospital,0,1
Obstetrics And Gynaecology Islamabad,23,Peshawar Institute of Medical Sciences,0,1
Obstetrics And Gynaecology Islamabad,24,Hair Transplant Institute,0,1
Obstetrics And Gynaecology Islamabad,25,Cosmetic Expert Clinic,0,1
Obstetrics And Gynaecology Islamabad,26,Concept Fertility Clinic,0,1
Obstetrics And Gynaecology Islamabad,27,NIBD & BMT,0,1
Obstetrics And Gynaecology Islamabad,28,Prime Teaching Hospital,0,1
Obstetrics And Gynaecology Islamabad,29,Horizon,0,1
Obstetrics And Gynaecology Islamabad,30,Dr. Zia uddin Hospital,0,1
Orthopedics Transplant Islamabad,1,Pak Emirates Military Hospital (PEMH),0,1
Orthopedics Transplant Islamabad,2,MedAsk Tours,0,1
Orthopedics Transplant Islamabad,3,Agha Khan University Hospital,0,1
Orthopedics Transplant Islamabad,4,Shoukat Khanum M Hospital,0,1
Orthopedics Transplant Islamabad,5,Shoukat Khanum M Hospital,0,1
Orthopedics Transplant Islamabad,6,Shifa International,0,1
Orthopedics Transplant Islamabad,7,E-Shifa,0,1
Orthopedics Transplant Islamabad,8,All Medical Centre,1,1
Orthopedics Transplant Islamabad,9,Quaid-e-Azam International Hospital,1,1
Orthopedics Transplant Islamabad,10,Rehman Medical Institute,0,1
Orthopedics Transplant Islamabad,11,Hameed Latif Hospital,0,1
Orthopedics Transplant Islamabad,12,Hearts International,0,1
Orthopedics Transplant Islamabad,13,Doctors Hospital,0,1
Orthopedics Transplant Islamabad,14,Kulsum International Hospital,0,1
Orthopedics Transplant Islamabad,15,Medikay Cardiac Center,0,1
Orthopedics Transplant Islamabad,16,Bahria International Hospital,0,1
Orthopedics Transplant Islamabad,17,MMC General Hospital,0,1
Orthopedics Transplant Islamabad,18,Northwest General Hospital,0,1
Orthopedics Transplant Islamabad,19,South City Hospital,0,1
Orthopedics Transplant Islamabad,20,Tabba Heart Institute,0,1
Orthopedics Transplant Islamabad,21,Irfan General Hospital,0,1
Orthopedics Transplant Islamabad,22,Dr. Zia uddin Hospital,0,1
Orthopedics Transplant Islamabad,23,Peshawar Institute of Medical Sciences,0,1
Orthopedics Transplant Islamabad,24,Hair Transplant Institute,0,1
Orthopedics Transplant Islamabad,25,Cosmetic Expert Clinic,0,1
Orthopedics Transplant Islamabad,26,Concept Fertility Clinic,0,1
Orthopedics Transplant Islamabad,27,NIBD & BMT,0,1
Orthopedics Transplant Islamabad,28,Prime Teaching Hospital,0,1
Orthopedics Transplant Islamabad,29,Horizon,0,1
Orthopedics Transplant Islamabad,30,Dr. Zia uddin Hospital,0,1
Cardiology Peshawar,1,Pak Emirates Military Hospital (PEMH),0,1
Cardiology Peshawar,2,MedAsk Tours,0,1
Cardiology Peshawar,3,Agha Khan University Hospital,0,1
Cardiology Peshawar,4,Shoukat Khanum M Hospital,0,1
Cardiology Peshawar,5,Shoukat Khanum M Hospital,0,1
Cardiology Peshawar,6,Shifa International,0,1
Cardiology Peshawar,7,E-Shifa,0,1
Cardiology Peshawar,8,All Medical Centre,0,1
Cardiology Peshawar,9,Quaid-e-Azam International Hospital,0,1
Cardiology Peshawar,10,Rehman Medical Institute,1,1
Cardiology Peshawar,11,Hameed Latif Hospital,0,1
Cardiology Peshawar,12,Hearts International,0,1
Cardiology Peshawar,13,Doctors Hospital,0,1
Cardiology Peshawar,14,Kulsum International Hospital,0,1
Cardiology Peshawar,15,Medikay Cardiac Center,0,1
Cardiology Peshawar,16,Bahria International Hospital,0,1
Cardiology Peshawar,17,MMC General Hospital,1,1
Cardiology Peshawar,18,Northwest General Hospital,1,1
Cardiology Peshawar,19,South City Hospital,0,1
Cardiology Peshawar,20,Tabba Heart Institute,0,1
Cardiology Peshawar,21,Irfan General Hospital,0,1
Cardiology Peshawar,22,Dr. Zia uddin Hospital,0,1
Cardiology Peshawar,23,Peshawar Institute of Medical Sciences,0,1
Cardiology Peshawar,24,Hair Transplant Institute,0,1
Cardiology Peshawar,25,Cosmetic Expert Clinic,0,1
Cardiology Peshawar,26,Concept Fertility Clinic,0,1
Cardiology Peshawar,27,NIBD & BMT,0,1
Cardiology Peshawar,28,Prime Teaching Hospital,0,1
Cardiology Peshawar,29,Horizon,0,1
Cardiology Peshawar,30,Dr. Zia uddin Hospital,0,1
Dental Peshawar,1,Pak Emirates Military Hospital (PEMH),0,1
Dental Peshawar,2,MedAsk Tours,0,1
Dental Peshawar,3,Agha Khan University Hospital,0,1
Dental Peshawar,4,Shoukat Khanum M Hospital,0,1
Dental Peshawar,5,Shoukat Khanum M Hospital,0,1
Dental Peshawar,6,Shifa International,0,1
Dental Peshawar,7,E-Shifa,0,1
Dental Peshawar,8,All Medical Centre,0,1
Dental Peshawar,9,Quaid-e-Azam International Hospital,0,1
Dental Peshawar,10,Rehman Medical Institute,1,1
Dental Peshawar,11,Hameed Latif Hospital,0,1
Dental Peshawar,12,Hearts International,0,1
Dental Peshawar,13,Doctors Hospital,0,1
Dental Peshawar,14,Kulsum International Hospital,0,1
Dental Peshawar,15,Medikay Cardiac Center,0,1
Dental Peshawar,16,Bahria International Hospital,0,1
Dental Peshawar,17,MMC General Hospital,0,1
Dental Peshawar,18,Northwest General Hospital,0,1
Dental Peshawar,19,South City Hospital,0,1
Dental Peshawar,20,Tabba Heart Institute,0,1
Dental Peshawar,21,Irfan General Hospital,0,1
Dental Peshawar,22,Dr. Zia uddin Hospital,0,1
Dental Peshawar,23,Peshawar Institute of Medical Sciences,0,1
Dental Peshawar,24,Hair Transplant Institute,0,1
Dental Peshawar,25,Cosmetic Expert Clinic,0,1
Dental Peshawar,26,Concept Fertility Clinic,0,1
Dental Peshawar,27,NIBD & BMT,0,1
Dental Peshawar,28,Prime Teaching Hospital,0,1
Dental Peshawar,29,Horizon,0,1
Dental Peshawar,30,Dr. Zia uddin Hospital,0,1
Orthopedics Transplant Peshawar,1,Pak Emirates Military Hospital (PEMH),0,1
Orthopedics Transplant Peshawar,2,MedAsk Tours,0,1
Orthopedics Transplant Peshawar,3,Agha Khan University Hospital,0,1
Orthopedics Transplant Peshawar,4,Shoukat Khanum M Hospital,0,1
Orthopedics Transplant Peshawar,5,Shoukat Khanum M Hospital,0,1
Orthopedics Transplant Peshawar,6,Shifa International,0,1
Orthopedics Transplant Peshawar,7,E-Shifa,0,1
Orthopedics Transplant Peshawar,8,All Medical Centre,0,1
Orthopedics Transplant Peshawar,9,Quaid-e-Azam International Hospital,0,1
Orthopedics Transplant Peshawar,10,Rehman Medical Institute,1,1
Orthopedics Transplant Peshawar,11,Hameed Latif Hospital,0,1
Orthopedics Transplant Peshawar,12,Hearts International,0,1
Orthopedics Transplant Peshawar,13,Doctors Hospital,0,1
Orthopedics Transplant Peshawar,14,Kulsum International Hospital,0,1
Orthopedics Transplant Peshawar,15,Medikay Cardiac Center,0,1
Orthopedics Transplant Peshawar,16,Bahria International Hospital,0,1
Orthopedics Transplant Peshawar,17,MMC General Hospital,0,1
Orthopedics Transplant Peshawar,18,Northwest General Hospital,0,1
Orthopedics Transplant Peshawar,19,South City Hospital,0,1
Orthopedics Transplant Peshawar,20,Tabba Heart Institute,0,1
Orthopedics Transplant Peshawar,21,Irfan General Hospital,0,1
Orthopedics Transplant Peshawar,22,Dr. Zia uddin Hospital,0,1
Orthopedics Transplant Peshawar,23,Peshawar Institute of Medical Sciences,0,1
Orthopedics Transplant Peshawar,24,Hair Transplant Institute,0,1
Orthopedics Transplant Peshawar,25,Cosmetic Expert Clinic,0,1
Orthopedics Transplant Peshawar,26,Concept Fertility Clinic,0,1
Orthopedics Transplant Peshawar,27,NIBD & BMT,0,1
Orthopedics Transplant Peshawar,28,Prime Teaching Hospital,0,1
Orthopedics Transplant Peshawar,29,Horizon,0,1
Orthopedics Transplant Peshawar,30,Dr. Zia uddin Hospital,0,1
Cardiology Lahore,1,Pak Emirates Military Hospital (PEMH),0,1
Cardiology Lahore,2,MedAsk Tours,0,1
Cardiology Lahore,3,Agha Khan University Hospital,0,1
Cardiology Lahore,4,Shoukat Khanum M Hospital,0,1
Cardiology Lahore,5,Shoukat Khanum M Hospital,0,1
Cardiology Lahore,6,Shifa International,0,1
Cardiology Lahore,7,E-Shifa,0,1
Cardiology Lahore,8,All Medical Centre,0,1
Cardiology Lahore,9,Quaid-e-Azam International Hospital,0,1
Cardiology Lahore,10,Rehman Medical Institute,0,1
Cardiology Lahore,11,Hameed Latif Hospital,1,1
Cardiology Lahore,12,Hearts International,0,1
Cardiology Lahore,13,Doctors Hospital,1,1
Cardiology Lahore,14,Kulsum International Hospital,0,1
Cardiology Lahore,15,Medikay Cardiac Center,0,1
Cardiology Lahore,16,Bahria International Hospital,1,1
Cardiology Lahore,17,MMC General Hospital,0,1
Cardiology Lahore,18,Northwest General Hospital,0,1
Cardiology Lahore,19,South City Hospital,0,1
Cardiology Lahore,20,Tabba Heart Institute,0,1
Cardiology Lahore,21,Irfan General Hospital,0,1
Cardiology Lahore,22,Dr. Zia uddin Hospital,0,1
Cardiology Lahore,23,Peshawar Institute of Medical Sciences,0,1
Cardiology Lahore,24,Hair Transplant Institute,0,1
Cardiology Lahore,25,Cosmetic Expert Clinic,0,1
Cardiology Lahore,26,Concept Fertility Clinic,0,1
Cardiology Lahore,27,NIBD & BMT,0,1
Cardiology Lahore,28,Prime Teaching Hospital,0,1
Cardiology Lahore,29,Horizon,0,1
Cardiology Lahore,30,Dr. Zia uddin Hospital,0,1
Neurosurgery Lahore,1,Pak Emirates Military Hospital (PEMH),0,1
Neurosurgery Lahore,2,MedAsk Tours,0,1
Neurosurgery Lahore,3,Agha Khan University Hospital,0,1
Neurosurgery Lahore,4,Shoukat Khanum M Hospital,0,1
Neurosurgery Lahore,5,Shoukat Khanum M Hospital,0,1
Neurosurgery Lahore,6,Shifa International,0,1
Neurosurgery Lahore,7,E-Shifa,0,1
Neurosurgery Lahore,8,All Medical Centre,0,1
Neurosurgery Lahore,9,Quaid-e-Azam International Hospital,0,1
Neurosurgery Lahore,10,Rehman Medical Institute,0,1
Neurosurgery Lahore,11,Hameed Latif Hospital,1,1
Neurosurgery Lahore,12,Hearts International,0,1
Neurosurgery Lahore,13,Doctors Hospital,0,1
Neurosurgery Lahore,14,Kulsum International Hospital,0,1
Neurosurgery Lahore,15,Medikay Cardiac Center,0,1
Neurosurgery Lahore,16,Bahria International Hospital,0,1
Neurosurgery Lahore,17,MMC General Hospital,0,1
Neurosurgery Lahore,18,Northwest General Hospital,0,1
Neurosurgery Lahore,19,South City Hospital,0,1
Neurosurgery Lahore,20,Tabba Heart Institute,0,1
Neurosurgery Lahore,21,Irfan General Hospital,0,1
Neurosurgery Lahore,22,Dr. Zia uddin Hospital,0,1
Neurosurgery Lahore,23,Peshawar Institute of Medical Sciences,0,1
Neurosurgery Lahore,24,Hair Transplant Institute,0,1
Neurosurgery Lahore,25,Cosmetic Expert Clinic,0,1
Neurosurgery Lahore,26,Concept Fertility Clinic,0,1
Neurosurgery Lahore,27,NIBD & BMT,0,1
Neurosurgery Lahore,28,Prime Teaching Hospital,0,1
Neurosurgery Lahore,29,Horizon,0,1
Neurosurgery Lahore,30,Dr. Zia uddin Hospital,0,1
Obstetrics And Gynaecology Lahore,1,Pak Emirates Military Hospital (PEMH),0,1
Obstetrics And Gynaecology Lahore,2,MedAsk Tours,0,1
Obstetrics And Gynaecology Lahore,3,Agha Khan University Hospital,0,1
Obstetrics And Gynaecology Lahore,4,Shoukat Khanum M Hospital,0,1
Obstetrics And Gynaecology Lahore,5,Shoukat Khanum M Hospital,0,1
Obstetrics And Gynaecology Lahore,6,Shifa International,0,1
Obstetrics And Gynaecology Lahore,7,E-Shifa,0,1
Obstetrics And Gynaecology Lahore,8,All Medical Centre,0,1
Obstetrics And Gynaecology Lahore,9,Quaid-e-Azam International Hospital,0,1
Obstetrics And Gynaecology Lahore,10,Rehman Medical Institute,0,1
Obstetrics And Gynaecology Lahore,11,Hameed Latif Hospital,1,1
Obstetrics And Gynaecology Lahore,12,Hearts International,0,1
Obstetrics And Gynaecology Lahore,13,Doctors Hospital,0,1
Obstetrics And Gynaecology Lahore,14,Kulsum International Hospital,0,1
Obstetrics And Gynaecology Lahore,15,Medikay Cardiac Center,0,1
Obstetrics And Gynaecology Lahore,16,Bahria International Hospital,0,1
Obstetrics And Gynaecology Lahore,17,MMC General Hospital,0,1
Obstetrics And Gynaecology Lahore,18,Northwest General Hospital,0,1
Obstetrics And Gynaecology Lahore,19,South City Hospital,0,1
Obstetrics And Gynaecology Lahore,20,Tabba Heart Institute,0,1
Obstetrics And Gynaecology Lahore,21,Irfan General Hospital,0,1
Obstetrics And Gynaecology Lahore,22,Dr. Zia uddin Hospital,0,1
Obstetrics And Gynaecology Lahore,23,Peshawar Institute of Medical Sciences,0,1
Obstetrics And Gynaecology Lahore,24,Hair Transplant Institute,0,1
Obstetrics And Gynaecology Lahore,25,Cosmetic Expert Clinic,0,1
Obstetrics And Gynaecology Lahore,26,Concept Fertility Clinic,0,1
Obstetrics And Gynaecology Lahore,27,NIBD & BMT,0,1
Obstetrics And Gynaecology Lahore,28,Prime Teaching Hospital,0,1
Obstetrics And Gynaecology Lahore,29,Horizon,0,1
Obstetrics And Gynaecology Lahore,30,Dr. Zia uddin Hospital,0,1
Orthopedics Lahore,1,Pak Emirates Military Hospital (PEMH),0,1
Orthopedics Lahore,2,MedAsk Tours,0,1
Orthopedics Lahore,3,Agha Khan University Hospital,0,1
Orthopedics Lahore,4,Shoukat Khanum M Hospital,0,1
Orthopedics Lahore,5,Shoukat Khanum M Hospital,0,1
Orthopedics Lahore,6,Shifa International,0,1
Orthopedics Lahore,7,E-Shifa,0,1
Orthopedics Lahore,8,All Medical Centre,0,1
Orthopedics Lahore,9,Quaid-e-Azam International Hospital,0,1
Orthopedics Lahore,10,Rehman Medical Institute,0,1
Orthopedics Lahore,11,Hameed Latif Hospital,1,1
Orthopedics Lahore,12,Hearts International,0,1
Orthopedics Lahore,13,Doctors Hospital,0,1
Orthopedics Lahore,14,Kulsum International Hospital,0,1
Orthopedics Lahore,15,Medikay Cardiac Center,0,1
Orthopedics Lahore,16,Bahria International Hospital,1,1
Orthopedics Lahore,17,MMC General Hospital,0,1
Orthopedics Lahore,18,Northwest General Hospital,0,1
Orthopedics Lahore,19,South City Hospital,0,1
Orthopedics Lahore,20,Tabba Heart Institute,0,1
Orthopedics Lahore,21,Irfan General Hospital,0,1
Orthopedics Lahore,22,Dr. Zia uddin Hospital,0,1
Orthopedics Lahore,23,Peshawar Institute of Medical Sciences,0,1
Orthopedics Lahore,24,Hair Transplant Institute,0,1
Orthopedics Lahore,25,Cosmetic Expert Clinic,0,1
Orthopedics Lahore,26,Concept Fertility Clinic,0,1
Orthopedics Lahore,27,NIBD & BMT,0,1
Orthopedics Lahore,28,Prime Teaching Hospital,0,1
Orthopedics Lahore,29,Horizon,0,1
Orthopedics Lahore,30,Dr. Zia uddin Hospital,0,1
Cosmetic Surgery Lahore,1,Pak Emirates Military Hospital (PEMH),0,1
Cosmetic Surgery Lahore,2,MedAsk Tours,0,1
Cosmetic Surgery Lahore,3,Agha Khan University Hospital,0,1
Cosmetic Surgery Lahore,4,Shoukat Khanum M Hospital,0,1
Cosmetic Surgery Lahore,5,Shoukat Khanum M Hospital,0,1
Cosmetic Surgery Lahore,6,Shifa International,0,1
Cosmetic Surgery Lahore,7,E-Shifa,0,1
Cosmetic Surgery Lahore,8,All Medical Centre,0,1
Cosmetic Surgery Lahore,9,Quaid-e-Azam International Hospital,0,1
Cosmetic Surgery Lahore,10,Rehman Medical Institute,0,1
Cosmetic Surgery Lahore,11,Hameed Latif Hospital,1,1
Cosmetic Surgery Lahore,12,Hearts International,0,1
Cosmetic Surgery Lahore,13,Doctors Hospital,0,1
Cosmetic Surgery Lahore,14,Kulsum International Hospital,0,1
Cosmetic Surgery Lahore,15,Medikay Cardiac Center,0,1
Cosmetic Surgery Lahore,16,Bahria International Hospital,0,1
Cosmetic Surgery Lahore,17,MMC General Hospital,0,1
Cosmetic Surgery Lahore,18,Northwest General Hospital,0,1
Cosmetic Surgery Lahore,19,South City Hospital,0,1
Cosmetic Surgery Lahore,20,Tabba Heart Institute,0,1
Cosmetic Surgery Lahore,21,Irfan General Hospital,0,1
Cosmetic Surgery Lahore,22,Dr. Zia uddin Hospital,0,1
Cosmetic Surgery Lahore,23,Peshawar Institute of Medical Sciences,0,1
Cosmetic Surgery Lahore,24,Hair Transplant Institute,0,1
Cosmetic Surgery Lahore,25,Cosmetic Expert Clinic,0,1
Cosmetic Surgery Lahore,26,Concept Fertility Clinic,0,1
Cosmetic Surgery Lahore,27,NIBD & BMT,0,1
Cosmetic Surgery Lahore,28,Prime Teaching Hospital,0,1
Cosmetic Surgery Lahore,29,Horizon,0,1
Cosmetic Surgery Lahore,30,Dr. Zia uddin Hospital,0,1
Cardiology Rawalpindi,1,Pak Emirates Military Hospital (PEMH),0,1
Cardiology Rawalpindi,2,MedAsk Tours,0,1
Cardiology Rawalpindi,3,Agha Khan University Hospital,0,1
Cardiology Rawalpindi,4,Shoukat Khanum M Hospital,0,1
Cardiology Rawalpindi,5,Shoukat Khanum M Hospital,0,1
Cardiology Rawalpindi,6,Shifa International,0,1
Cardiology Rawalpindi,7,E-Shifa,0,1
Cardiology Rawalpindi,8,All Medical Centre,0,1
Cardiology Rawalpindi,9,Quaid-e-Azam International Hospital,0,1
Cardiology Rawalpindi,10,Rehman Medical Institute,0,1
Cardiology Rawalpindi,11,Hameed Latif Hospital,0,1
Cardiology Rawalpindi,12,Hearts International,1,1
Cardiology Rawalpindi,13,Doctors Hospital,0,1
Cardiology Rawalpindi,14,Kulsum International Hospital,0,1
Cardiology Rawalpindi,15,Medikay Cardiac Center,0,1
Cardiology Rawalpindi,16,Bahria International Hospital,0,1
Cardiology Rawalpindi,17,MMC General Hospital,0,1
Cardiology Rawalpindi,18,Northwest General Hospital,0,1
Cardiology Rawalpindi,19,South City Hospital,0,1
Cardiology Rawalpindi,20,Tabba Heart Institute,0,1
Cardiology Rawalpindi,21,Irfan General Hospital,0,1
Cardiology Rawalpindi,22,Dr. Zia uddin Hospital,0,1
Cardiology Rawalpindi,23,Peshawar Institute of Medical Sciences,0,1
Cardiology Rawalpindi,24,Hair Transplant Institute,0,1
Cardiology Rawalpindi,25,Cosmetic Expert Clinic,0,1
Cardiology Rawalpindi,26,Concept Fertility Clinic,0,1
Cardiology Rawalpindi,27,NIBD & BMT,0,1
Cardiology Rawalpindi,28,Prime Teaching Hospital,0,1
Cardiology Rawalpindi,29,Horizon,0,1
Cardiology Rawalpindi,30,Dr. Zia uddin Hospital,0,1
General Surgery Rawalpindi,1,Pak Emirates Military Hospital (PEMH),0,1
General Surgery Rawalpindi,2,MedAsk Tours,0,1
General Surgery Rawalpindi,3,Agha Khan University Hospital,0,1
General Surgery Rawalpindi,4,Shoukat Khanum M Hospital,0,1
General Surgery Rawalpindi,5,Shoukat Khanum M Hospital,0,1
General Surgery Rawalpindi,6,Shifa International,0,1
General Surgery Rawalpindi,7,E-Shifa,0,1
General Surgery Rawalpindi,8,All Medical Centre,0,1
General Surgery Rawalpindi,9,Quaid-e-Azam International Hospital,0,1
General Surgery Rawalpindi,10,Rehman Medical Institute,0,1
General Surgery Rawalpindi,11,Hameed Latif Hospital,0,1
General Surgery Rawalpindi,12,Hearts International,1,1
General Surgery Rawalpindi,13,Doctors Hospital,0,1
General Surgery Rawalpindi,14,Kulsum International Hospital,0,1
General Surgery Rawalpindi,15,Medikay Cardiac Center,0,1
General Surgery Rawalpindi,16,Bahria International Hospital,0,1
General Surgery Rawalpindi,17,MMC General Hospital,0,1
General Surgery Rawalpindi,18,Northwest General Hospital,0,1
General Surgery Rawalpindi,19,South City Hospital,0,1
General Surgery Rawalpindi,20,Tabba Heart Institute,0,1
General Surgery Rawalpindi,21,Irfan General Hospital,0,1
General Surgery Rawalpindi,22,Dr. Zia uddin Hospital,0,1
General Surgery Rawalpindi,23,Peshawar Institute of Medical Sciences,0,1
General Surgery Rawalpindi,24,Hair Transplant Institute,0,1
General Surgery Rawalpindi,25,Cosmetic Expert Clinic,0,1
General Surgery Rawalpindi,26,Concept Fertility Clinic,0,1
General Surgery Rawalpindi,27,NIBD & BMT,0,1
General Surgery Rawalpindi,28,Prime Teaching Hospital,0,1
General Surgery Rawalpindi,29,Horizon,0,1
General Surgery Rawalpindi,30,Dr. Zia uddin Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,1,Pak Emirates Military Hospital (PEMH),0,1
Obstetrics And Gynaecology Rawalpindi,2,MedAsk Tours,0,1
Obstetrics And Gynaecology Rawalpindi,3,Agha Khan University Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,4,Shoukat Khanum M Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,5,Shoukat Khanum M Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,6,Shifa International,0,1
Obstetrics And Gynaecology Rawalpindi,7,E-Shifa,0,1
Obstetrics And Gynaecology Rawalpindi,8,All Medical Centre,0,1
Obstetrics And Gynaecology Rawalpindi,9,Quaid-e-Azam International Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,10,Rehman Medical Institute,0,1
Obstetrics And Gynaecology Rawalpindi,11,Hameed Latif Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,12,Hearts International,1,1
Obstetrics And Gynaecology Rawalpindi,13,Doctors Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,14,Kulsum International Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,15,Medikay Cardiac Center,0,1
Obstetrics And Gynaecology Rawalpindi,16,Bahria International Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,17,MMC General Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,18,Northwest General Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,19,South City Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,20,Tabba Heart Institute,0,1
Obstetrics And Gynaecology Rawalpindi,21,Irfan General Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,22,Dr. Zia uddin Hospital,0,1
Obstetrics And Gynaecology Rawalpindi,23,Peshawar Institute of Medical Sciences,0,1
Obstetrics And Gynaecology Rawalpindi,24,Hair Transplant Institute,0,1
Obstetrics And Gynaecology Rawalpindi,25,Cosmetic Expert Clinic,0,1
Obstetrics And Gynaecology Rawalpindi,26,Concept Fertility Clinic,0,1
Obstetrics And Gynaecology Rawalpindi,27,NIBD & BMT,0,1
